Segment,Country, Product , Discount Band ,Units Sold, Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales , COGS , Profit ,Date,Month Number, Month Name ,Year
Government,France, Velo , High ,2805.00,120.00,20.00,56100.00,6171.00,49929.00,28050.00,21879.00,41283.00,9.00, September ,2013.00
Midmarket,Mexico, Velo , High ,655.00,120.00,15.00,9825.00,1080.75,8744.25,6550.00,2194.25,41283.00,9.00, September ,2013.00
Government,Mexico, Velo , High ,344.00,120.00,350.00," $1,20,400.00 ",13244.00," $1,07,156.00 ",89440.00,17716.00,41284.00,10.00, October ,2013.00
Government,Canada, Velo , High ,1808.00,120.00,7.00,12656.00,1392.16,11263.84,9040.00,2223.84,41650.00,11.00, November ,2014.00
Channel Partners,France, VTT , High ,1734.00,250.00,12.00,20808.00,2288.88,18519.12,5202.00,13317.12,41640.00,1.00, January ,2014.00
Enterprise,Mexico, VTT , High ,554.00,250.00,125.00,69250.00,7617.50,61632.50,66480.00,-4847.50,41640.00,1.00, January ,2014.00
Government,Canada, VTT , High ,2935.00,250.00,20.00,58700.00,6457.00,52243.00,29350.00,22893.00,41285.00,11.00, November ,2013.00
Enterprise,Germany, Amarilla , High ,3165.00,260.00,125.00," $3,95,625.00 ",43518.75," $3,52,106.25 "," $3,79,800.00 ",-27693.75,41640.00,1.00, January ,2014.00
Government,Mexico, Amarilla , High ,2629.00,260.00,20.00,52580.00,5783.80,46796.20,26290.00,20506.20,41640.00,1.00, January ,2014.00
Enterprise,France, Amarilla , High ,1433.00,260.00,125.00," $1,79,125.00 ",19703.75," $1,59,421.25 "," $1,71,960.00 ",-12538.75,41644.00,5.00, May ,2014.00
Enterprise,Mexico, Amarilla , High ,947.00,260.00,125.00," $1,18,375.00 ",13021.25," $1,05,353.75 "," $1,13,640.00 ",-8286.25,41283.00,9.00, September ,2013.00
Government,Mexico, Amarilla , High ,344.00,260.00,350.00," $1,20,400.00 ",13244.00," $1,07,156.00 ",89440.00,17716.00,41284.00,10.00, October ,2013.00
Midmarket,Mexico, Amarilla , High ,2157.00,260.00,15.00,32355.00,3559.05,28795.95,21570.00,7225.95,41651.00,12.00, December ,2014.00
Government,United States of America, Paseo , High ,380.00,10.00,7.00,2660.00,292.60,2367.40,1900.00,467.40,41283.00,9.00, September ,2013.00
Government,Mexico, Carretera , High ,886.00,3.00,350.00," $3,10,100.00 ",37212.00," $2,72,888.00 "," $2,30,360.00 ",42528.00,41645.00,6.00, June ,2014.00
Enterprise,Canada, Carretera , High ,2416.00,3.00,125.00," $3,02,000.00 ",36240.00," $2,65,760.00 "," $2,89,920.00 ",-24160.00,41283.00,9.00, September ,2013.00
Enterprise,Mexico, Carretera , High ,2156.00,3.00,125.00," $2,69,500.00 ",32340.00," $2,37,160.00 "," $2,58,720.00 ",-21560.00,41649.00,10.00, October ,2014.00
Midmarket,Canada, Carretera , High ,2689.00,3.00,15.00,40335.00,4840.20,35494.80,26890.00,8604.80,41650.00,11.00, November ,2014.00
Midmarket,United States of America, Montana , High ,677.00,5.00,15.00,10155.00,1218.60,8936.40,6770.00,2166.40,41642.00,3.00, March ,2014.00
Small Business,France, Montana , High ,1773.00,5.00,300.00," $5,31,900.00 ",63828.00," $4,68,072.00 "," $4,43,250.00 ",24822.00,41643.00,4.00, April ,2014.00
Government,Mexico, Montana , High ,2420.00,5.00,7.00,16940.00,2032.80,14907.20,12100.00,2807.20,41648.00,9.00, September ,2014.00
Government,Canada, Montana , High ,2734.00,5.00,7.00,19138.00,2296.56,16841.44,13670.00,3171.44,41649.00,10.00, October ,2014.00
Government,Mexico, Montana , High ,1715.00,5.00,20.00,34300.00,4116.00,30184.00,17150.00,13034.00,41284.00,10.00, October ,2013.00
Small Business,France, Montana , High ,1186.00,5.00,300.00," $3,55,800.00 ",42696.00," $3,13,104.00 "," $2,96,500.00 ",16604.00,41286.00,12.00, December ,2013.00
Small Business,United States of America, Paseo , High ,3495.00,10.00,300.00," $10,48,500.00 "," $1,25,820.00 "," $9,22,680.00 "," $8,73,750.00 ",48930.00,41640.00,1.00, January ,2014.00
Government,Mexico, Paseo , High ,886.00,10.00,350.00," $3,10,100.00 ",37212.00," $2,72,888.00 "," $2,30,360.00 ",42528.00,41645.00,6.00, June ,2014.00
Enterprise,Mexico, Paseo , High ,2156.00,10.00,125.00," $2,69,500.00 ",32340.00," $2,37,160.00 "," $2,58,720.00 ",-21560.00,41649.00,10.00, October ,2014.00
Government,Mexico, Paseo , High ,905.00,10.00,20.00,18100.00,2172.00,15928.00,9050.00,6878.00,41649.00,10.00, October ,2014.00
Government,Mexico, Paseo , High ,1715.00,10.00,20.00,34300.00,4116.00,30184.00,17150.00,13034.00,41284.00,10.00, October ,2013.00
Government,France, Paseo , High ,1594.00,10.00,350.00," $5,57,900.00 ",66948.00," $4,90,952.00 "," $4,14,440.00 ",76512.00,41650.00,11.00, November ,2014.00
Small Business,Germany, Paseo , High ,1359.00,10.00,300.00," $4,07,700.00 ",48924.00," $3,58,776.00 "," $3,39,750.00 ",19026.00,41650.00,11.00, November ,2014.00
Small Business,Mexico, Paseo , High ,2150.00,10.00,300.00," $6,45,000.00 ",77400.00," $5,67,600.00 "," $5,37,500.00 ",30100.00,41650.00,11.00, November ,2014.00
Government,Mexico, Paseo , High ,1197.00,10.00,350.00," $4,18,950.00 ",50274.00," $3,68,676.00 "," $3,11,220.00 ",57456.00,41650.00,11.00, November ,2014.00
Midmarket,Mexico, Paseo , High ,380.00,10.00,15.00,5700.00,684.00,5016.00,3800.00,1216.00,41286.00,12.00, December ,2013.00
Government,Mexico, Paseo , High ,1233.00,10.00,20.00,24660.00,2959.20,21700.80,12330.00,9370.80,41651.00,12.00, December ,2014.00
Government,Mexico, Velo , High ,1395.00,120.00,350.00," $4,88,250.00 ",58590.00," $4,29,660.00 "," $3,62,700.00 ",66960.00,41646.00,7.00, July ,2014.00
Government,United States of America, Velo , High ,986.00,120.00,350.00," $3,45,100.00 ",41412.00," $3,03,688.00 "," $2,56,360.00 ",47328.00,41649.00,10.00, October ,2014.00
Government,Mexico, Velo , High ,905.00,120.00,20.00,18100.00,2172.00,15928.00,9050.00,6878.00,41649.00,10.00, October ,2014.00
Channel Partners,Canada, VTT , High ,2109.00,250.00,12.00,25308.00,3036.96,22271.04,6327.00,15944.04,41644.00,5.00, May ,2014.00
Midmarket,France, VTT , High ,3874.50,250.00,15.00,58117.50,6974.10,51143.40,38745.00,12398.40,41646.00,7.00, July ,2014.00
Government,Canada, VTT , High ,623.00,250.00,350.00," $2,18,050.00 ",26166.00," $1,91,884.00 "," $1,61,980.00 ",29904.00,41283.00,9.00, September ,2013.00
Government,United States of America, VTT , High ,986.00,250.00,350.00," $3,45,100.00 ",41412.00," $3,03,688.00 "," $2,56,360.00 ",47328.00,41649.00,10.00, October ,2014.00
Enterprise,United States of America, VTT , High ,2387.00,250.00,125.00," $2,98,375.00 ",35805.00," $2,62,570.00 "," $2,86,440.00 ",-23870.00,41650.00,11.00, November ,2014.00
Government,Mexico, VTT , High ,1233.00,250.00,20.00,24660.00,2959.20,21700.80,12330.00,9370.80,41651.00,12.00, December ,2014.00
Government,United States of America, Amarilla , High ,270.00,260.00,350.00,94500.00,11340.00,83160.00,70200.00,12960.00,41641.00,2.00, February ,2014.00
Government,France, Amarilla , High ,3421.50,260.00,7.00,23950.50,2874.06,21076.44,17107.50,3968.94,41646.00,7.00, July ,2014.00
Government,Canada, Amarilla , High ,2734.00,260.00,7.00,19138.00,2296.56,16841.44,13670.00,3171.44,41649.00,10.00, October ,2014.00
Midmarket,United States of America, Amarilla , High ,2548.00,260.00,15.00,38220.00,4586.40,33633.60,25480.00,8153.60,41285.00,11.00, November ,2013.00
Government,France, Carretera , High ,2521.50,3.00,20.00,50430.00,6051.60,44378.40,25215.00,19163.40,41640.00,1.00, January ,2014.00
Channel Partners,Mexico, Montana , High ,2661.00,5.00,12.00,31932.00,3831.84,28100.16,7983.00,20117.16,41644.00,5.00, May ,2014.00
Government,Germany, Paseo , High ,1531.00,10.00,20.00,30620.00,3674.40,26945.60,15310.00,11635.60,41651.00,12.00, December ,2014.00
Government,France, VTT , High ,1491.00,250.00,7.00,10437.00,1252.44,9184.56,7455.00,1729.56,41642.00,3.00, March ,2014.00
Government,Germany, VTT , High ,1531.00,250.00,20.00,30620.00,3674.40,26945.60,15310.00,11635.60,41651.00,12.00, December ,2014.00
Channel Partners,Canada, Amarilla , High ,2761.00,260.00,12.00,33132.00,3975.84,29156.16,8283.00,20873.16,41283.00,9.00, September ,2013.00
Midmarket,United States of America, Carretera , High ,2567.00,3.00,15.00,38505.00,5005.65,33499.35,25670.00,7829.35,41645.00,6.00, June ,2014.00
Midmarket,United States of America, VTT , High ,2567.00,250.00,15.00,38505.00,5005.65,33499.35,25670.00,7829.35,41645.00,6.00, June ,2014.00
Government,Canada, Carretera , High ,923.00,3.00,350.00," $3,23,050.00 ",41996.50," $2,81,053.50 "," $2,39,980.00 ",41073.50,41642.00,3.00, March ,2014.00
Government,France, Carretera , High ,1790.00,3.00,350.00," $6,26,500.00 ",81445.00," $5,45,055.00 "," $4,65,400.00 ",79655.00,41642.00,3.00, March ,2014.00
Government,Germany, Carretera , High ,442.00,3.00,20.00,8840.00,1149.20,7690.80,4420.00,3270.80,41283.00,9.00, September ,2013.00
Government,United States of America, Montana , High ,982.50,5.00,350.00," $3,43,875.00 ",44703.75," $2,99,171.25 "," $2,55,450.00 ",43721.25,41640.00,1.00, January ,2014.00
Government,United States of America, Montana , High ,1298.00,5.00,7.00,9086.00,1181.18,7904.82,6490.00,1414.82,41641.00,2.00, February ,2014.00
Channel Partners,Mexico, Montana , High ,604.00,5.00,12.00,7248.00,942.24,6305.76,1812.00,4493.76,41645.00,6.00, June ,2014.00
Government,Mexico, Montana , High ,2255.00,5.00,20.00,45100.00,5863.00,39237.00,22550.00,16687.00,41646.00,7.00, July ,2014.00
Government,Canada, Montana , High ,1249.00,5.00,20.00,24980.00,3247.40,21732.60,12490.00,9242.60,41649.00,10.00, October ,2014.00
Government,United States of America, Paseo , High ,1438.50,10.00,7.00,10069.50,1309.04,8760.47,7192.50,1567.97,41640.00,1.00, January ,2014.00
Small Business,Germany, Paseo , High ,807.00,10.00,300.00," $2,42,100.00 ",31473.00," $2,10,627.00 "," $2,01,750.00 ",8877.00,41640.00,1.00, January ,2014.00
Government,United States of America, Paseo , High ,2641.00,10.00,20.00,52820.00,6866.60,45953.40,26410.00,19543.40,41641.00,2.00, February ,2014.00
Government,Germany, Paseo , High ,2708.00,10.00,20.00,54160.00,7040.80,47119.20,27080.00,20039.20,41641.00,2.00, February ,2014.00
Government,Canada, Paseo , High ,2632.00,10.00,350.00," $9,21,200.00 "," $1,19,756.00 "," $8,01,444.00 "," $6,84,320.00 "," $1,17,124.00 ",41645.00,6.00, June ,2014.00
Enterprise,Canada, Paseo , High ,1583.00,10.00,125.00," $1,97,875.00 ",25723.75," $1,72,151.25 "," $1,89,960.00 ",-17808.75,41645.00,6.00, June ,2014.00
Channel Partners,Mexico, Paseo , High ,571.00,10.00,12.00,6852.00,890.76,5961.24,1713.00,4248.24,41646.00,7.00, July ,2014.00
Government,France, Paseo , High ,2696.00,10.00,7.00,18872.00,2453.36,16418.64,13480.00,2938.64,41647.00,8.00, August ,2014.00
Midmarket,Canada, Paseo , High ,1565.00,10.00,15.00,23475.00,3051.75,20423.25,15650.00,4773.25,41649.00,10.00, October ,2014.00
Government,Canada, Paseo , High ,1249.00,10.00,20.00,24980.00,3247.40,21732.60,12490.00,9242.60,41649.00,10.00, October ,2014.00
Government,Germany, Paseo , High ,357.00,10.00,350.00," $1,24,950.00 ",16243.50," $1,08,706.50 ",92820.00,15886.50,41650.00,11.00, November ,2014.00
Channel Partners,Germany, Paseo , High ,1013.00,10.00,12.00,12156.00,1580.28,10575.72,3039.00,7536.72,41651.00,12.00, December ,2014.00
Midmarket,France, Velo , High ,3997.50,120.00,15.00,59962.50,7795.13,52167.38,39975.00,12192.38,41640.00,1.00, January ,2014.00
Government,Canada, Velo , High ,2632.00,120.00,350.00," $9,21,200.00 "," $1,19,756.00 "," $8,01,444.00 "," $6,84,320.00 "," $1,17,124.00 ",41645.00,6.00, June ,2014.00
Government,France, Velo , High ,1190.00,120.00,7.00,8330.00,1082.90,7247.10,5950.00,1297.10,41645.00,6.00, June ,2014.00
Channel Partners,Mexico, Velo , High ,604.00,120.00,12.00,7248.00,942.24,6305.76,1812.00,4493.76,41645.00,6.00, June ,2014.00
Midmarket,Germany, Velo , High ,660.00,120.00,15.00,9900.00,1287.00,8613.00,6600.00,2013.00,41283.00,9.00, September ,2013.00
Channel Partners,Mexico, Velo , High ,410.00,120.00,12.00,4920.00,639.60,4280.40,1230.00,3050.40,41649.00,10.00, October ,2014.00
Small Business,Mexico, Velo , High ,2605.00,120.00,300.00," $7,81,500.00 "," $1,01,595.00 "," $6,79,905.00 "," $6,51,250.00 ",28655.00,41285.00,11.00, November ,2013.00
Channel Partners,Germany, Velo , High ,1013.00,120.00,12.00,12156.00,1580.28,10575.72,3039.00,7536.72,41651.00,12.00, December ,2014.00
Enterprise,Canada, VTT , High ,1583.00,250.00,125.00," $1,97,875.00 ",25723.75," $1,72,151.25 "," $1,89,960.00 ",-17808.75,41645.00,6.00, June ,2014.00
Midmarket,Canada, VTT , High ,1565.00,250.00,15.00,23475.00,3051.75,20423.25,15650.00,4773.25,41649.00,10.00, October ,2014.00
Enterprise,Canada, Amarilla , High ,1659.00,260.00,125.00," $2,07,375.00 ",26958.75," $1,80,416.25 "," $1,99,080.00 ",-18663.75,41640.00,1.00, January ,2014.00
Government,France, Amarilla , High ,1190.00,260.00,7.00,8330.00,1082.90,7247.10,5950.00,1297.10,41645.00,6.00, June ,2014.00
Channel Partners,Mexico, Amarilla , High ,410.00,260.00,12.00,4920.00,639.60,4280.40,1230.00,3050.40,41649.00,10.00, October ,2014.00
Channel Partners,Germany, Amarilla , High ,1770.00,260.00,12.00,21240.00,2761.20,18478.80,5310.00,13168.80,41286.00,12.00, December ,2013.00
Government,Mexico, Carretera , High ,2579.00,3.00,20.00,51580.00,7221.20,44358.80,25790.00,18568.80,41643.00,4.00, April ,2014.00
Government,United States of America, Carretera , High ,1743.00,3.00,20.00,34860.00,4880.40,29979.60,17430.00,12549.60,41644.00,5.00, May ,2014.00
Government,United States of America, Carretera , High ,2996.00,3.00,7.00,20972.00,2936.08,18035.92,14980.00,3055.92,41284.00,10.00, October ,2013.00
Government,Germany, Carretera , High ,280.00,3.00,7.00,1960.00,274.40,1685.60,1400.00,285.60,41651.00,12.00, December ,2014.00
Government,France, Montana , High ,293.00,5.00,7.00,2051.00,287.14,1763.86,1465.00,298.86,41641.00,2.00, February ,2014.00
Government,United States of America, Montana , High ,2996.00,5.00,7.00,20972.00,2936.08,18035.92,14980.00,3055.92,41284.00,10.00, October ,2013.00
Midmarket,Germany, Paseo , High ,278.00,10.00,15.00,4170.00,583.80,3586.20,2780.00,806.20,41641.00,2.00, February ,2014.00
Government,Canada, Paseo , High ,2428.00,10.00,20.00,48560.00,6798.40,41761.60,24280.00,17481.60,41642.00,3.00, March ,2014.00
Midmarket,United States of America, Paseo , High ,1767.00,10.00,15.00,26505.00,3710.70,22794.30,17670.00,5124.30,41648.00,9.00, September ,2014.00
Channel Partners,France, Paseo , High ,1393.00,10.00,12.00,16716.00,2340.24,14375.76,4179.00,10196.76,41649.00,10.00, October ,2014.00
Government,Germany, VTT , High ,280.00,250.00,7.00,1960.00,274.40,1685.60,1400.00,285.60,41651.00,12.00, December ,2014.00
Channel Partners,France, Amarilla , High ,1393.00,260.00,12.00,16716.00,2340.24,14375.76,4179.00,10196.76,41649.00,10.00, October ,2014.00
Channel Partners,United States of America, Amarilla , High ,2015.00,260.00,12.00,24180.00,3385.20,20794.80,6045.00,14749.80,41286.00,12.00, December ,2013.00
Small Business,Mexico, Carretera , High ,801.00,3.00,300.00," $2,40,300.00 ",33642.00," $2,06,658.00 "," $2,00,250.00 ",6408.00,41646.00,7.00, July ,2014.00
Enterprise,France, Carretera , High ,1023.00,3.00,125.00," $1,27,875.00 ",17902.50," $1,09,972.50 "," $1,22,760.00 ",-12787.50,41283.00,9.00, September ,2013.00
Small Business,Canada, Carretera , High ,1496.00,3.00,300.00," $4,48,800.00 ",62832.00," $3,85,968.00 "," $3,74,000.00 ",11968.00,41649.00,10.00, October ,2014.00
Small Business,United States of America, Carretera , High ,1010.00,3.00,300.00," $3,03,000.00 ",42420.00," $2,60,580.00 "," $2,52,500.00 ",8080.00,41649.00,10.00, October ,2014.00
Midmarket,Germany, Carretera , High ,1513.00,3.00,15.00,22695.00,3177.30,19517.70,15130.00,4387.70,41650.00,11.00, November ,2014.00
Midmarket,Canada, Carretera , High ,2300.00,3.00,15.00,34500.00,4830.00,29670.00,23000.00,6670.00,41651.00,12.00, December ,2014.00
Enterprise,Mexico, Carretera , High ,2821.00,3.00,125.00," $3,52,625.00 ",49367.50," $3,03,257.50 "," $3,38,520.00 ",-35262.50,41286.00,12.00, December ,2013.00
Government,Canada, Montana , High ,2227.50,5.00,350.00," $7,79,625.00 "," $1,09,147.50 "," $6,70,477.50 "," $5,79,150.00 ",91327.50,41640.00,1.00, January ,2014.00
Government,Germany, Montana , High ,1199.00,5.00,350.00," $4,19,650.00 ",58751.00," $3,60,899.00 "," $3,11,740.00 ",49159.00,41643.00,4.00, April ,2014.00
Government,Canada, Montana , High ,200.00,5.00,350.00,70000.00,9800.00,60200.00,52000.00,8200.00,41644.00,5.00, May ,2014.00
Government,Canada, Montana , High ,388.00,5.00,7.00,2716.00,380.24,2335.76,1940.00,395.76,41648.00,9.00, September ,2014.00
Government,Mexico, Montana , High ,1727.00,5.00,7.00,12089.00,1692.46,10396.54,8635.00,1761.54,41284.00,10.00, October ,2013.00
Midmarket,Canada, Montana , High ,2300.00,5.00,15.00,34500.00,4830.00,29670.00,23000.00,6670.00,41651.00,12.00, December ,2014.00
Government,Mexico, Paseo , High ,260.00,10.00,20.00,5200.00,728.00,4472.00,2600.00,1872.00,41641.00,2.00, February ,2014.00
Midmarket,Canada, Paseo , High ,2470.00,10.00,15.00,37050.00,5187.00,31863.00,24700.00,7163.00,41283.00,9.00, September ,2013.00
Midmarket,Canada, Paseo , High ,1743.00,10.00,15.00,26145.00,3660.30,22484.70,17430.00,5054.70,41284.00,10.00, October ,2013.00
Channel Partners,United States of America, Paseo , High ,2914.00,10.00,12.00,34968.00,4895.52,30072.48,8742.00,21330.48,41649.00,10.00, October ,2014.00
Government,France, Paseo , High ,1731.00,10.00,7.00,12117.00,1696.38,10420.62,8655.00,1765.62,41649.00,10.00, October ,2014.00
Government,Canada, Paseo , High ,700.00,10.00,350.00," $2,45,000.00 ",34300.00," $2,10,700.00 "," $1,82,000.00 ",28700.00,41650.00,11.00, November ,2014.00
Channel Partners,Canada, Paseo , High ,2222.00,10.00,12.00,26664.00,3732.96,22931.04,6666.00,16265.04,41285.00,11.00, November ,2013.00
Government,United States of America, Paseo , High ,1177.00,10.00,350.00," $4,11,950.00 ",57673.00," $3,54,277.00 "," $3,06,020.00 ",48257.00,41650.00,11.00, November ,2014.00
Government,France, Paseo , High ,1922.00,10.00,350.00," $6,72,700.00 ",94178.00," $5,78,522.00 "," $4,99,720.00 ",78802.00,41285.00,11.00, November ,2013.00
Enterprise,Mexico, Velo , High ,1575.00,120.00,125.00," $1,96,875.00 ",27562.50," $1,69,312.50 "," $1,89,000.00 ",-19687.50,41641.00,2.00, February ,2014.00
Government,United States of America, Velo , High ,606.00,120.00,20.00,12120.00,1696.80,10423.20,6060.00,4363.20,41643.00,4.00, April ,2014.00
Small Business,United States of America, Velo , High ,2460.00,120.00,300.00," $7,38,000.00 "," $1,03,320.00 "," $6,34,680.00 "," $6,15,000.00 ",19680.00,41646.00,7.00, July ,2014.00
Small Business,Canada, Velo , High ,269.00,120.00,300.00,80700.00,11298.00,69402.00,67250.00,2152.00,41284.00,10.00, October ,2013.00
Small Business,Germany, Velo , High ,2536.00,120.00,300.00," $7,60,800.00 "," $1,06,512.00 "," $6,54,288.00 "," $6,34,000.00 ",20288.00,41285.00,11.00, November ,2013.00
Government,Mexico, VTT , High ,2903.00,250.00,7.00,20321.00,2844.94,17476.06,14515.00,2961.06,41642.00,3.00, March ,2014.00
Small Business,United States of America, VTT , High ,2541.00,250.00,300.00," $7,62,300.00 "," $1,06,722.00 "," $6,55,578.00 "," $6,35,250.00 ",20328.00,41647.00,8.00, August ,2014.00
Small Business,Canada, VTT , High ,269.00,250.00,300.00,80700.00,11298.00,69402.00,67250.00,2152.00,41284.00,10.00, October ,2013.00
Small Business,Canada, VTT , High ,1496.00,250.00,300.00," $4,48,800.00 ",62832.00," $3,85,968.00 "," $3,74,000.00 ",11968.00,41649.00,10.00, October ,2014.00
Small Business,United States of America, VTT , High ,1010.00,250.00,300.00," $3,03,000.00 ",42420.00," $2,60,580.00 "," $2,52,500.00 ",8080.00,41649.00,10.00, October ,2014.00
Government,France, VTT , High ,1281.00,250.00,350.00," $4,48,350.00 ",62769.00," $3,85,581.00 "," $3,33,060.00 ",52521.00,41286.00,12.00, December ,2013.00
Small Business,Canada, Amarilla , High ,888.00,260.00,300.00," $2,66,400.00 ",37296.00," $2,29,104.00 "," $2,22,000.00 ",7104.00,41642.00,3.00, March ,2014.00
Enterprise,United States of America, Amarilla , High ,2844.00,260.00,125.00," $3,55,500.00 ",49770.00," $3,05,730.00 "," $3,41,280.00 ",-35550.00,41644.00,5.00, May ,2014.00
Channel Partners,France, Amarilla , High ,2475.00,260.00,12.00,29700.00,4158.00,25542.00,7425.00,18117.00,41647.00,8.00, August ,2014.00
Midmarket,Canada, Amarilla , High ,1743.00,260.00,15.00,26145.00,3660.30,22484.70,17430.00,5054.70,41284.00,10.00, October ,2013.00
Channel Partners,United States of America, Amarilla , High ,2914.00,260.00,12.00,34968.00,4895.52,30072.48,8742.00,21330.48,41649.00,10.00, October ,2014.00
Government,France, Amarilla , High ,1731.00,260.00,7.00,12117.00,1696.38,10420.62,8655.00,1765.62,41649.00,10.00, October ,2014.00
Government,Mexico, Amarilla , High ,1727.00,260.00,7.00,12089.00,1692.46,10396.54,8635.00,1761.54,41284.00,10.00, October ,2013.00
Midmarket,Mexico, Amarilla , High ,1870.00,260.00,15.00,28050.00,3927.00,24123.00,18700.00,5423.00,41285.00,11.00, November ,2013.00
Enterprise,France, Carretera , High ,1174.00,3.00,125.00," $1,46,750.00 ",22012.50," $1,24,737.50 "," $1,40,880.00 ",-16142.50,41647.00,8.00, August ,2014.00
Enterprise,Germany, Carretera , High ,2767.00,3.00,125.00," $3,45,875.00 ",51881.25," $2,93,993.75 "," $3,32,040.00 ",-38046.25,41647.00,8.00, August ,2014.00
Enterprise,Germany, Carretera , High ,1085.00,3.00,125.00," $1,35,625.00 ",20343.75," $1,15,281.25 "," $1,30,200.00 ",-14918.75,41649.00,10.00, October ,2014.00
Small Business,Mexico, Montana , High ,546.00,5.00,300.00," $1,63,800.00 ",24570.00," $1,39,230.00 "," $1,36,500.00 ",2730.00,41649.00,10.00, October ,2014.00
Government,Germany, Paseo , High ,1158.00,10.00,20.00,23160.00,3474.00,19686.00,11580.00,8106.00,41642.00,3.00, March ,2014.00
Midmarket,Canada, Paseo , High ,1614.00,10.00,15.00,24210.00,3631.50,20578.50,16140.00,4438.50,41643.00,4.00, April ,2014.00
Government,Mexico, Paseo , High ,2535.00,10.00,7.00,17745.00,2661.75,15083.25,12675.00,2408.25,41643.00,4.00, April ,2014.00
Government,Mexico, Paseo , High ,2851.00,10.00,350.00," $9,97,850.00 "," $1,49,677.50 "," $8,48,172.50 "," $7,41,260.00 "," $1,06,912.50 ",41644.00,5.00, May ,2014.00
Midmarket,Canada, Paseo , High ,2559.00,10.00,15.00,38385.00,5757.75,32627.25,25590.00,7037.25,41647.00,8.00, August ,2014.00
Government,United States of America, Paseo , High ,267.00,10.00,20.00,5340.00,801.00,4539.00,2670.00,1869.00,41284.00,10.00, October ,2013.00
Enterprise,Germany, Paseo , High ,1085.00,10.00,125.00," $1,35,625.00 ",20343.75," $1,15,281.25 "," $1,30,200.00 ",-14918.75,41649.00,10.00, October ,2014.00
Midmarket,Germany, Paseo , High ,1175.00,10.00,15.00,17625.00,2643.75,14981.25,11750.00,3231.25,41649.00,10.00, October ,2014.00
Government,United States of America, Paseo , High ,2007.00,10.00,350.00," $7,02,450.00 "," $1,05,367.50 "," $5,97,082.50 "," $5,21,820.00 ",75262.50,41285.00,11.00, November ,2013.00
Government,Mexico, Paseo , High ,2151.00,10.00,350.00," $7,52,850.00 "," $1,12,927.50 "," $6,39,922.50 "," $5,59,260.00 ",80662.50,41285.00,11.00, November ,2013.00
Channel Partners,United States of America, Paseo , High ,914.00,10.00,12.00,10968.00,1645.20,9322.80,2742.00,6580.80,41651.00,12.00, December ,2014.00
Government,France, Paseo , High ,293.00,10.00,20.00,5860.00,879.00,4981.00,2930.00,2051.00,41651.00,12.00, December ,2014.00
Channel Partners,Mexico, Velo , High ,500.00,120.00,12.00,6000.00,900.00,5100.00,1500.00,3600.00,41642.00,3.00, March ,2014.00
Midmarket,France, Velo , High ,2826.00,120.00,15.00,42390.00,6358.50,36031.50,28260.00,7771.50,41644.00,5.00, May ,2014.00
Enterprise,France, Velo , High ,663.00,120.00,125.00,82875.00,12431.25,70443.75,79560.00,-9116.25,41648.00,9.00, September ,2014.00
Small Business,United States of America, Velo , High ,2574.00,120.00,300.00," $7,72,200.00 "," $1,15,830.00 "," $6,56,370.00 "," $6,43,500.00 ",12870.00,41285.00,11.00, November ,2013.00
Enterprise,United States of America, Velo , High ,2438.00,120.00,125.00," $3,04,750.00 ",45712.50," $2,59,037.50 "," $2,92,560.00 ",-33522.50,41286.00,12.00, December ,2013.00
Channel Partners,United States of America, Velo , High ,914.00,120.00,12.00,10968.00,1645.20,9322.80,2742.00,6580.80,41651.00,12.00, December ,2014.00
Government,Canada, VTT , High ,865.50,250.00,20.00,17310.00,2596.50,14713.50,8655.00,6058.50,41646.00,7.00, July ,2014.00
Midmarket,Germany, VTT , High ,492.00,250.00,15.00,7380.00,1107.00,6273.00,4920.00,1353.00,41646.00,7.00, July ,2014.00
Government,United States of America, VTT , High ,267.00,250.00,20.00,5340.00,801.00,4539.00,2670.00,1869.00,41284.00,10.00, October ,2013.00
Midmarket,Germany, VTT , High ,1175.00,250.00,15.00,17625.00,2643.75,14981.25,11750.00,3231.25,41649.00,10.00, October ,2014.00
Enterprise,Canada, VTT , High ,2954.00,250.00,125.00," $3,69,250.00 ",55387.50," $3,13,862.50 "," $3,54,480.00 ",-40617.50,41285.00,11.00, November ,2013.00
Enterprise,Germany, VTT , High ,552.00,250.00,125.00,69000.00,10350.00,58650.00,66240.00,-7590.00,41650.00,11.00, November ,2014.00
Government,France, VTT , High ,293.00,250.00,20.00,5860.00,879.00,4981.00,2930.00,2051.00,41651.00,12.00, December ,2014.00
Small Business,France, Amarilla , High ,2475.00,260.00,300.00," $7,42,500.00 "," $1,11,375.00 "," $6,31,125.00 "," $6,18,750.00 ",12375.00,41642.00,3.00, March ,2014.00
Small Business,Mexico, Amarilla , High ,546.00,260.00,300.00," $1,63,800.00 ",24570.00," $1,39,230.00 "," $1,36,500.00 ",2730.00,41649.00,10.00, October ,2014.00
Government,Mexico, Montana , High ,1368.00,5.00,7.00,9576.00,1436.40,8139.60,6840.00,1299.60,41641.00,2.00, February ,2014.00
Government,Canada, Paseo , High ,723.00,10.00,7.00,5061.00,759.15,4301.85,3615.00,686.85,41643.00,4.00, April ,2014.00
Channel Partners,United States of America, VTT , High ,1806.00,250.00,12.00,21672.00,3250.80,18421.20,5418.00,13003.20,41644.00,5.00, May ,2014.00
